pcbSize,pcbType,RefDes,X,Y,segment,boundingX,boundingY,boundingWidth,boundingHeight,,
3,bonus,19,4900,-1200,E,-2020,310,8500,3000,,
3,bonus,20,5700,-1200,E,-2020,310,8500,3000,,
3,bonus,21,0,-1600,C,-2020,310,8500,3000,,
3,bonus,22,4500,-1600,E,-2020,310,8500,3000,,
3,bonus,23,-1000,-1800,C,-2020,310,8500,3000,,
3,bonus,24,1000,-1800,C,-2020,310,8500,3000,,
3,bonus,25,3500,-1800,E,-2020,310,8500,3000,,
3,bonus,26,5500,-1800,E,-2020,310,8500,3000,,
3,bonus,27,-600,-2200,C,-2020,310,8500,3000,,
3,bonus,28,600,-2200,C,-2020,310,8500,3000,,
3,bonus,29,3900,-2200,E,-2020,310,8500,3000,,
3,bonus,30,5100,-2200,E,-2020,310,8500,3000,,
3,bonus,31,0,-2400,C,-2020,310,8500,3000,,
3,bonus,32,4500,-2400,E,-2020,310,8500,3000,,
3,poss,1,0,0,A,-2020,310,8500,3000,,
3,poss,3,-600,-200,A,-2020,310,8500,3000,,
3,poss,4,600,-200,A,-2020,310,8500,3000,,
3,poss,7,-1000,-600,A,-2020,310,8500,3000,,
3,poss,8,1000,-600,A,-2020,310,8500,3000,,
3,poss,11,0,-800,A,-2020,310,8500,3000,,
3,poss,13,-1200,-1200,A,-2020,310,8500,3000,,
3,poss,14,-400,-1200,A,-2020,310,8500,3000,,
3,poss,15,400,-1200,A,-2020,310,8500,3000,,
3,poss,16,1200,-1200,A,-2020,310,8500,3000,,
3,poss,21,0,-1600,A,-2020,310,8500,3000,,
3,poss,23,-1000,-1800,A,-2020,310,8500,3000,,
3,poss,24,1000,-1800,A,-2020,310,8500,3000,,
3,poss,27,-600,-2200,A,-2020,310,8500,3000,,
3,poss,28,600,-2200,A,-2020,310,8500,3000,,
3,poss,31,0,-2400,A,-2020,310,8500,3000,,
3,SDown1_2,1,0,0,A,-2020,310,8500,3000,,
3,SDown1_2,2,4500,0,B,-2020,310,8500,3000,,
3,SDown1_2,3,-600,-200,A,-2020,310,8500,3000,,
3,SDown1_2,4,600,-200,A,-2020,310,8500,3000,,
3,SDown1_2,5,3900,-200,B,-2020,310,8500,3000,,
3,SDown1_2,6,5100,-200,B,-2020,310,8500,3000,,
3,SDown1_2,7,-1000,-600,A,-2020,310,8500,3000,,
3,SDown1_2,8,1000,-600,A,-2020,310,8500,3000,,
3,SDown1_2,9,3500,-600,B,-2020,310,8500,3000,,
3,SDown1_2,10,5500,-600,B,-2020,310,8500,3000,,
3,SDown1_2,11,0,-800,A,-2020,310,8500,3000,,
3,SDown1_2,12,4500,-800,B,-2020,310,8500,3000,,
3,SDown1_2,13,-1200,-1200,A,-2020,310,8500,3000,,
3,SDown1_2,14,-400,-1200,A,-2020,310,8500,3000,,
3,SDown1_2,15,400,-1200,A,-2020,310,8500,3000,,
3,SDown1_2,16,1200,-1200,A,-2020,310,8500,3000,,
3,SDown1_2,17,3300,-1200,B,-2020,310,8500,3000,,
3,SDown1_2,18,4100,-1200,B,-2020,310,8500,3000,,
3,SDown1_2,19,4900,-1200,B,-2020,310,8500,3000,,
3,SDown1_2,20,5700,-1200,B,-2020,310,8500,3000,,
3,SDown1_2,21,0,-1600,A,-2020,310,8500,3000,,
3,SDown1_2,22,4500,-1600,B,-2020,310,8500,3000,,
3,SDown1_2,23,-1000,-1800,A,-2020,310,8500,3000,,
3,SDown1_2,24,1000,-1800,A,-2020,310,8500,3000,,
3,SDown1_2,25,3500,-1800,B,-2020,310,8500,3000,,
3,SDown1_2,26,5500,-1800,B,-2020,310,8500,3000,,
3,SDown1_2,27,-600,-2200,A,-2020,310,8500,3000,,
3,SDown1_2,28,600,-2200,A,-2020,310,8500,3000,,
3,SDown1_2,29,3900,-2200,B,-2020,310,8500,3000,,
3,SDown1_2,30,5100,-2200,B,-2020,310,8500,3000,,
3,SDown1_2,31,0,-2400,A,-2020,310,8500,3000,,
3,SDown1_2,32,4500,-2400,B,-2020,310,8500,3000,,
3,SDown3_4,1,0,0,C,-2020,310,8500,3000,,
3,SDown3_4,2,4500,0,D,-2020,310,8500,3000,,
3,SDown3_4,3,-600,-200,C,-2020,310,8500,3000,,
3,SDown3_4,4,600,-200,C,-2020,310,8500,3000,,
3,SDown3_4,5,3900,-200,D,-2020,310,8500,3000,,
3,SDown3_4,6,5100,-200,D,-2020,310,8500,3000,,
3,SDown3_4,7,-1000,-600,C,-2020,310,8500,3000,,
3,SDown3_4,8,1000,-600,C,-2020,310,8500,3000,,
3,SDown3_4,9,3500,-600,D,-2020,310,8500,3000,,
3,SDown3_4,10,5500,-600,D,-2020,310,8500,3000,,
3,SDown3_4,11,0,-800,C,-2020,310,8500,3000,,
3,SDown3_4,12,4500,-800,D,-2020,310,8500,3000,,
3,SDown3_4,13,-1200,-1200,C,-2020,310,8500,3000,,
3,SDown3_4,14,-400,-1200,C,-2020,310,8500,3000,,
3,SDown3_4,15,400,-1200,C,-2020,310,8500,3000,,
3,SDown3_4,16,1200,-1200,C,-2020,310,8500,3000,,
3,SDown3_4,17,3300,-1200,D,-2020,310,8500,3000,,
3,SDown3_4,18,4100,-1200,D,-2020,310,8500,3000,,
3,SDown3_4,19,4900,-1200,D,-2020,310,8500,3000,,
3,SDown3_4,20,5700,-1200,D,-2020,310,8500,3000,,
3,SDown3_4,21,0,-1600,C,-2020,310,8500,3000,,
3,SDown3_4,22,4500,-1600,D,-2020,310,8500,3000,,
3,SDown3_4,23,-1000,-1800,C,-2020,310,8500,3000,,
3,SDown3_4,24,1000,-1800,C,-2020,310,8500,3000,,
3,SDown3_4,25,3500,-1800,D,-2020,310,8500,3000,,
3,SDown3_4,26,5500,-1800,D,-2020,310,8500,3000,,
3,SDown3_4,27,-600,-2200,C,-2020,310,8500,3000,,
3,SDown3_4,28,600,-2200,C,-2020,310,8500,3000,,
3,SDown3_4,29,3900,-2200,D,-2020,310,8500,3000,,
3,SDown3_4,30,5100,-2200,D,-2020,310,8500,3000,,
3,SDown3_4,31,0,-2400,C,-2020,310,8500,3000,,
3,SDown3_4,32,4500,-2400,D,-2020,310,8500,3000,,
15,E,1,0,0,H,-295,310,8300,14900,,
15,E,2,1100,0,H,-295,310,8300,14900,,
15,E,3,2205,0,H,-295,310,8300,14900,,
15,E,4,3300,0,H,-295,310,8300,14900,,
15,E,5,4400,0,H,-295,310,8300,14900,,
15,E,6,5500,0,H,-295,310,8300,14900,,
15,E,7,6600,0,H,-295,310,8300,14900,,
15,E,8,7700,0,H,-295,310,8300,14900,,
15,E,9,550,-550,H,-295,310,8300,14900,,
15,E,10,1650,-550,H,-295,310,8300,14900,,
15,E,11,2750,-550,H,-295,310,8300,14900,,
15,E,12,3850,-550,H,-295,310,8300,14900,,
15,E,13,4950,-550,H,-295,310,8300,14900,,
15,E,14,6050,-550,H,-295,310,8300,14900,,
15,E,15,7150,-550,H,-295,310,8300,14900,,
15,E,16,0,-1100,H,-295,310,8300,14900,,
15,E,17,1100,-1101,H,-295,310,8300,14900,,
15,E,18,2200,-1100,H,-295,310,8300,14900,,
15,E,19,3300,-1100,H,-295,310,8300,14900,,
15,E,20,4400,-1100,H,-295,310,8300,14900,,
15,E,21,5500,-1100,H,-295,310,8300,14900,,
15,E,22,6600,-1100,H,-295,310,8300,14900,,
15,E,23,550,-1650,H,-295,310,8300,14900,,
15,E,24,0,-2200,H,-295,310,8300,14900,,
15,E,25,1100,-2200,H,-295,310,8300,14900,,
15,E,26,550,-2749,H,-295,310,8300,14900,,
15,E,27,0,-3301,H,-295,310,8300,14900,,
15,E,28,1100,-3301,H,-295,310,8300,14900,,
15,E,29,550,-3851,H,-295,310,8300,14900,,
15,E,30,0,-4401,H,-295,310,8300,14900,,
15,E,31,1100,-4401,H,-295,310,8300,14900,,
15,E,32,550,-4950,H,-295,310,8300,14900,,
15,E,33,0,-5500,H,-295,310,8300,14900,,
15,E,34,1100,-5500,H,-295,310,8300,14900,,
15,E,35,550,-6052,H,-295,310,8300,14900,,
15,E,36,0,-6601,H,-295,310,8300,14900,,
15,E,37,1100,-6604,H,-295,310,8300,14900,,
15,E,38,2200,-6600,H,-295,310,8300,14900,,
15,E,39,3300,-6600,H,-295,310,8300,14900,,
15,E,40,4400,-6600,H,-295,310,8300,14900,,
15,E,41,5500,-6600,H,-295,310,8300,14900,,
15,E,42,6600,-6600,H,-295,310,8300,14900,,
15,E,43,550,-7151,H,-295,310,8300,14900,,
15,E,44,1652,-7151,H,-295,310,8300,14900,,
15,E,45,2750,-7150,H,-295,310,8300,14900,,
15,E,46,3850,-7150,H,-295,310,8300,14900,,
15,E,47,4950,-7150,H,-295,310,8300,14900,,
15,E,48,6050,-7150,H,-295,310,8300,14900,,
15,E,49,7150,-7150,H,-295,310,8300,14900,,
15,E,50,0,-7701,H,-295,310,8300,14900,,
15,E,51,1100,-7703,H,-295,310,8300,14900,,
15,E,52,2200,-7700,H,-295,310,8300,14900,,
15,E,53,3300,-7700,H,-295,310,8300,14900,,
15,E,54,4400,-7700,H,-295,310,8300,14900,,
15,E,55,5500,-7700,H,-295,310,8300,14900,,
15,E,56,6600,-7700,H,-295,310,8300,14900,,
15,E,57,550,-8251,H,-295,310,8300,14900,,
15,E,58,0,-8800,H,-295,310,8300,14900,,
15,E,59,1100,-8800,H,-295,310,8300,14900,,
15,E,60,550,-9350,H,-295,310,8300,14900,,
15,E,61,0,-9900,H,-295,310,8300,14900,,
15,E,62,1101,-9900,H,-295,310,8300,14900,,
15,E,63,550,-10448,H,-295,310,8300,14900,,
15,E,64,0,-11000,H,-295,310,8300,14900,,
15,E,65,1100,-11001,H,-295,310,8300,14900,,
15,E,66,552,-11550,H,-295,310,8300,14900,,
15,E,67,0,-12098,H,-295,310,8300,14900,,
15,E,68,1102,-12099,H,-295,310,8300,14900,,
15,E,69,552,-12650,H,-295,310,8300,14900,,
15,E,70,0,-13199,H,-295,310,8300,14900,,
15,E,71,1101,-13200,H,-295,310,8300,14900,,
15,E,72,2200,-13200,H,-295,310,8300,14900,,
15,E,73,3300,-13200,H,-295,310,8300,14900,,
15,E,74,4400,-13200,H,-295,310,8300,14900,,
15,E,75,5500,-13200,H,-295,310,8300,14900,,
15,E,76,6600,-13200,H,-295,310,8300,14900,,
15,E,77,550,-13750,H,-295,310,8300,14900,,
15,E,78,1650,-13750,H,-295,310,8300,14900,,
15,E,79,2750,-13750,H,-295,310,8300,14900,,
15,E,80,3850,-13750,H,-295,310,8300,14900,,
15,E,81,4950,-13750,H,-295,310,8300,14900,,
15,E,82,6050,-13750,H,-295,310,8300,14900,,
15,E,83,7150,-13750,H,-295,310,8300,14900,,
15,E,84,0,-14300,H,-295,310,8300,14900,,
15,E,85,1100,-14300,H,-295,310,8300,14900,,
15,E,86,2200,-14300,H,-295,310,8300,14900,,
15,E,87,3300,-14300,H,-295,310,8300,14900,,
15,E,88,4400,-14300,H,-295,310,8300,14900,,
15,E,89,5500,-14300,H,-295,310,8300,14900,,
15,E,90,6600,-14300,H,-295,310,8300,14900,,
15,E,91,7700,-14300,H,-295,310,8300,14900,,
15,H,1,0,0,H,-285,310,8300,14900,,
15,H,2,7700,0,H,-285,310,8300,14900,,
15,H,3,550,-550,H,-285,310,8300,14900,,
15,H,4,7150,-550,H,-285,310,8300,14900,,
15,H,5,0,-1100,H,-285,310,8300,14900,,
15,H,6,1100,-1101,H,-285,310,8300,14900,,
15,H,7,6600,-1100,H,-285,310,8300,14900,,
15,H,8,7700,-1105,H,-285,310,8300,14900,,
15,H,9,550,-1650,H,-285,310,8300,14900,,
15,H,10,7150,-1650,H,-285,310,8300,14900,,
15,H,11,0,-2200,H,-285,310,8300,14900,,
15,H,12,1100,-2200,H,-285,310,8300,14900,,
15,H,13,6600,-2200,H,-285,310,8300,14900,,
15,H,14,7700,-2200,H,-285,310,8300,14900,,
15,H,15,550,-2749,H,-285,310,8300,14900,,
15,H,16,7150,-2750,H,-285,310,8300,14900,,
15,H,17,0,-3301,H,-285,310,8300,14900,,
15,H,18,1100,-3301,H,-285,310,8300,14900,,
15,H,19,6600,-3300,H,-285,310,8300,14900,,
15,H,20,7700,-3300,H,-285,310,8300,14900,,
15,H,21,550,-3851,H,-285,310,8300,14900,,
15,H,22,7150,-3850,H,-285,310,8300,14900,,
15,H,23,0,-4401,H,-285,310,8300,14900,,
15,H,24,1100,-4401,H,-285,310,8300,14900,,
15,H,25,6600,-4400,H,-285,310,8300,14900,,
15,H,26,7700,-4400,H,-285,310,8300,14900,,
15,H,27,550,-4950,H,-285,310,8300,14900,,
15,H,28,7150,-4950,H,-285,310,8300,14900,,
15,H,29,0,-5500,H,-285,310,8300,14900,,
15,H,30,1100,-5500,H,-285,310,8300,14900,,
15,H,31,6600,-5500,H,-285,310,8300,14900,,
15,H,32,7700,-5500,H,-285,310,8300,14900,,
15,H,33,550,-6052,H,-285,310,8300,14900,,
15,H,34,7150,-6050,H,-285,310,8300,14900,,
15,H,35,0,-6601,H,-285,310,8300,14900,,
15,H,36,1100,-6604,H,-285,310,8300,14900,,
15,H,37,2200,-6600,H,-285,310,8300,14900,,
15,H,38,3300,-6600,H,-285,310,8300,14900,,
15,H,39,4400,-6600,H,-285,310,8300,14900,,
15,H,40,5500,-6600,H,-285,310,8300,14900,,
15,H,41,6600,-6600,H,-285,310,8300,14900,,
15,H,42,7700,-6600,H,-285,310,8300,14900,,
15,H,43,550,-7151,H,-285,310,8300,14900,,
15,H,44,1652,-7151,H,-285,310,8300,14900,,
15,H,45,2750,-7150,H,-285,310,8300,14900,,
15,H,46,3850,-7150,H,-285,310,8300,14900,,
15,H,47,4950,-7150,H,-285,310,8300,14900,,
15,H,48,6050,-7150,H,-285,310,8300,14900,,
15,H,49,7150,-7150,H,-285,310,8300,14900,,
15,H,50,0,-7701,H,-285,310,8300,14900,,
15,H,51,1100,-7703,H,-285,310,8300,14900,,
15,H,52,2200,-7700,H,-285,310,8300,14900,,
15,H,53,3300,-7700,H,-285,310,8300,14900,,
15,H,54,4400,-7700,H,-285,310,8300,14900,,
15,H,55,5500,-7700,H,-285,310,8300,14900,,
15,H,56,6600,-7700,H,-285,310,8300,14900,,
15,H,57,7700,-7700,H,-285,310,8300,14900,,
15,H,58,550,-8251,H,-285,310,8300,14900,,
15,H,59,7150,-8250,H,-285,310,8300,14900,,
15,H,60,0,-8800,H,-285,310,8300,14900,,
15,H,61,1100,-8800,H,-285,310,8300,14900,,
15,H,62,6600,-8800,H,-285,310,8300,14900,,
15,H,63,7700,-8800,H,-285,310,8300,14900,,
15,H,64,550,-9350,H,-285,310,8300,14900,,
15,H,65,7150,-9350,H,-285,310,8300,14900,,
15,H,66,0,-9900,H,-285,310,8300,14900,,
15,H,67,1101,-9900,H,-285,310,8300,14900,,
15,H,68,6600,-9900,H,-285,310,8300,14900,,
15,H,69,7700,-9900,H,-285,310,8300,14900,,
15,H,70,550,-10448,H,-285,310,8300,14900,,
15,H,71,7150,-10450,H,-285,310,8300,14900,,
15,H,72,0,-11000,H,-285,310,8300,14900,,
15,H,73,1100,-11001,H,-285,310,8300,14900,,
15,H,74,6600,-11000,H,-285,310,8300,14900,,
15,H,75,7700,-11000,H,-285,310,8300,14900,,
15,H,76,552,-11550,H,-285,310,8300,14900,,
15,H,77,7150,-11550,H,-285,310,8300,14900,,
15,H,78,0,-12098,H,-285,310,8300,14900,,
15,H,79,1102,-12099,H,-285,310,8300,14900,,
15,H,80,6600,-12100,H,-285,310,8300,14900,,
15,H,81,7700,-12100,H,-285,310,8300,14900,,
15,H,82,552,-12650,H,-285,310,8300,14900,,
15,H,83,7150,-12650,H,-285,310,8300,14900,,
15,H,84,0,-13199,H,-285,310,8300,14900,,
15,H,85,1101,-13200,H,-285,310,8300,14900,,
15,H,86,6600,-13200,H,-285,310,8300,14900,,
15,H,87,7700,-13200,H,-285,310,8300,14900,,
15,H,88,550,-13750,H,-285,310,8300,14900,,
15,H,89,7150,-13750,H,-285,310,8300,14900,,
15,H,90,0,-14300,H,-285,310,8300,14900,,
15,H,91,7700,-14300,H,-285,310,8300,14900,,
10,Fposs,1,0,0,H,-9000,1000,18000,12000,,
10,Fposs,2,-1425,-100,H,-9000,1000,18000,12000,,
10,Fposs,3,1425,-100,H,-9000,1000,18000,12000,,
10,Fposs,4,-2800,-450,H,-9000,1000,18000,12000,,
10,Fposs,5,2800,-450,H,-9000,1000,18000,12000,,
10,Fposs,6,-675,-775,H,-9000,1000,18000,12000,,
10,Fposs,7,675,-775,H,-9000,1000,18000,12000,,
10,Fposs,8,-4125,-1000,H,-9000,1000,18000,12000,,
10,Fposs,9,-2000,-1000,H,-9000,1000,18000,12000,,
10,Fposs,10,2000,-1000,H,-9000,1000,18000,12000,,
10,Fposs,11,4125,-1000,H,-9000,1000,18000,12000,,
10,Fposs,12,-3300,-1425,H,-9000,1000,18000,12000,,
10,Fposs,13,3300,-1425,H,-9000,1000,18000,12000,,
10,Fposs,14,0,-1500,H,-9000,1000,18000,12000,,
10,Fposs,15,-1250,-1600,H,-9000,1000,18000,12000,,
10,Fposs,16,1250,-1600,H,-9000,1000,18000,12000,,
10,Fposs,17,-5325,-1750,H,-9000,1000,18000,12000,,
10,Fposs,18,5325,-1750,H,-9000,1000,18000,12000,,
10,Fposs,19,-2475,-1925,H,-9000,1000,18000,12000,,
10,Fposs,20,2475,-1925,H,-9000,1000,18000,12000,,
10,Fposs,21,-4481,-2075,H,-9000,1000,18000,12000,,
10,Fposs,22,4470,-2075,H,-9000,1000,18000,12000,,
10,Fposs,23,-3625,-2425,H,-9000,1000,18000,12000,,
10,Fposs,24,3625,-2425,H,-9000,1000,18000,12000,,
10,Fposs,25,-6405,-2674,H,-9000,1000,18000,12000,,
10,Fposs,26,6397,-2675,H,-9000,1000,18000,12000,,
10,Fposs,27,-5550,-2900,H,-9000,1000,18000,12000,,
10,Fposs,28,5550,-2900,H,-9000,1000,18000,12000,,
10,Fposs,29,-4675,-3125,H,-9000,1000,18000,12000,,
10,Fposs,30,4675,-3125,H,-9000,1000,18000,12000,,
10,Fposs,31,-7325,-3775,H,-9000,1000,18000,12000,,
10,Fposs,32,7325,-3775,H,-9000,1000,18000,12000,,
10,Fposs,33,-6475,-3875,H,-9000,1000,18000,12000,,
10,Fposs,34,6475,-3875,H,-9000,1000,18000,12000,,
10,Fposs,35,-5600,-4000,H,-9000,1000,18000,12000,,
10,Fposs,36,5600,-4000,H,-9000,1000,18000,12000,,
10,Fposs,37,-8050,-5000,H,-9000,1000,18000,12000,,
10,Fposs,38,-7200,-5000,H,-9000,1000,18000,12000,,
10,Fposs,39,-6350,-5000,H,-9000,1000,18000,12000,,
10,Fposs,40,6350,-5000,H,-9000,1000,18000,12000,,
10,Fposs,41,7200,-5000,H,-9000,1000,18000,12000,,
10,Fposs,42,8050,-5000,H,-9000,1000,18000,12000,,
10,Fposs,43,-5600,-6000,H,-9000,1000,18000,12000,,
10,Fposs,44,5600,-6000,H,-9000,1000,18000,12000,,
10,Fposs,45,-6475,-6125,H,-9000,1000,18000,12000,,
10,Fposs,46,6475,-6125,H,-9000,1000,18000,12000,,
10,Fposs,47,-7325,-6225,H,-9000,1000,18000,12000,,
10,Fposs,48,7325,-6225,H,-9000,1000,18000,12000,,
10,Fposs,49,-4675,-6875,H,-9000,1000,18000,12000,,
10,Fposs,50,4675,-6875,H,-9000,1000,18000,12000,,
10,Fposs,51,-5550,-7100,H,-9000,1000,18000,12000,,
10,Fposs,52,5550,-7100,H,-9000,1000,18000,12000,,
10,Fposs,53,-6403,-7325,H,-9000,1000,18000,12000,,
10,Fposs,54,6395,-7325,H,-9000,1000,18000,12000,,
10,Fposs,55,-3625,-7575,H,-9000,1000,18000,12000,,
10,Fposs,56,3625,-7575,H,-9000,1000,18000,12000,,
10,Fposs,57,-4479,-7925,H,-9000,1000,18000,12000,,
10,Fposs,58,4470,-7925,H,-9000,1000,18000,12000,,
10,Fposs,59,-2475,-8075,H,-9000,1000,18000,12000,,
10,Fposs,60,2475,-8075,H,-9000,1000,18000,12000,,
10,Fposs,61,-5325,-8250,H,-9000,1000,18000,12000,,
10,Fposs,62,5325,-8250,H,-9000,1000,18000,12000,,
10,Fposs,63,-1250,-8400,H,-9000,1000,18000,12000,,
10,Fposs,64,1250,-8400,H,-9000,1000,18000,12000,,
10,Fposs,65,0,-8500,H,-9000,1000,18000,12000,,
10,Fposs,66,-3300,-8575,H,-9000,1000,18000,12000,,
10,Fposs,67,3300,-8575,H,-9000,1000,18000,12000,,
10,Fposs,68,-4125,-9000,H,-9000,1000,18000,12000,,
10,Fposs,69,-2000,-9000,H,-9000,1000,18000,12000,,
10,Fposs,70,2000,-9000,H,-9000,1000,18000,12000,,
10,Fposs,71,4125,-9000,H,-9000,1000,18000,12000,,
10,Fposs,72,-675,-9225,H,-9000,1000,18000,12000,,
10,Fposs,73,675,-9225,H,-9000,1000,18000,12000,,
10,Fposs,74,-2800,-9550,H,-9000,1000,18000,12000,,
10,Fposs,75,2800,-9550,H,-9000,1000,18000,12000,,
10,Fposs,76,-1425,-9900,H,-9000,1000,18000,12000,,
10,Fposs,77,1425,-9900,H,-9000,1000,18000,12000,,
10,Fposs,78,0,-10000,H,-9000,1000,18000,12000,,
7,Fposs,1,0,0,H,-5750,500,11500,7500,,
7,Fposs,2,-1375,-250,H,-5750,500,11500,7500,,
7,Fposs,3,1375,-250,H,-5750,500,11500,7500,,
7,Fposs,4,-2625,-750,H,-5750,500,11500,7500,,
7,Fposs,5,2625,-750,H,-5750,500,11500,7500,,
7,Fposs,6,0,-875,H,-5750,500,11500,7500,,
7,Fposs,7,-1250,-1125,H,-5750,500,11500,7500,,
7,Fposs,8,1250,-1125,H,-5750,500,11500,7500,,
7,Fposs,9,-3750,-1375,H,-5750,500,11500,7500,,
7,Fposs,10,3750,-1375,H,-5750,500,11500,7500,,
7,Fposs,11,-2375,-1625,H,-5750,500,11500,7500,,
7,Fposs,12,2375,-1625,H,-5750,500,11500,7500,,
7,Fposs,13,-4625,-2250,H,-5750,500,11500,7500,,
7,Fposs,14,4625,-2250,H,-5750,500,11500,7500,,
7,Fposs,15,-3375,-2375,H,-5750,500,11500,7500,,
7,Fposs,16,3375,-2375,H,-5750,500,11500,7500,,
7,Fposs,17,-5250,-3250,H,-5750,500,11500,7500,,
7,Fposs,18,-4250,-3250,H,-5750,500,11500,7500,,
7,Fposs,19,4250,-3250,H,-5750,500,11500,7500,,
7,Fposs,20,5250,-3250,H,-5750,500,11500,7500,,
7,Fposs,21,-3375,-4125,H,-5750,500,11500,7500,,
7,Fposs,22,3375,-4125,H,-5750,500,11500,7500,,
7,Fposs,23,-4625,-4250,H,-5750,500,11500,7500,,
7,Fposs,24,4625,-4250,H,-5750,500,11500,7500,,
7,Fposs,25,-2375,-4875,H,-5750,500,11500,7500,,
7,Fposs,26,2375,-4875,H,-5750,500,11500,7500,,
7,Fposs,27,-3750,-5125,H,-5750,500,11500,7500,,
7,Fposs,28,3750,-5125,H,-5750,500,11500,7500,,
7,Fposs,29,-1250,-5375,H,-5750,500,11500,7500,,
7,Fposs,30,1250,-5375,H,-5750,500,11500,7500,,
7,Fposs,31,0,-5625,H,-5750,500,11500,7500,,
7,Fposs,32,-2625,-5750,H,-5750,500,11500,7500,,
7,Fposs,33,2625,-5750,H,-5750,500,11500,7500,,
7,Fposs,34,-1375,-6250,H,-5750,500,11500,7500,,
7,Fposs,35,1375,-6250,H,-5750,500,11500,7500,,
7,Fposs,36,0,-6500,H,-5750,500,11500,7500,,
30,top,1,0,0,A,-1300,400,18000,9400,,
30,top,2,1400,0,A,-1300,400,18000,9400,,
30,top,3,2800,0,A,-1300,400,18000,9400,,
30,top,4,4200,0,A,-1300,400,18000,9400,,
30,top,5,5600,0,A,-1300,400,18000,9400,,
30,top,6,7000,0,A,-1300,400,18000,9400,,
30,top,7,8400,0,A,-1300,400,18000,9400,,
30,top,8,9800,0,A,-1300,400,18000,9400,,
30,top,9,11200,0,A,-1300,400,18000,9400,,
30,top,10,12600,0,A,-1300,400,18000,9400,,
30,top,11,14000,0,A,-1300,400,18000,9400,,
30,top,12,15700,-300,B,-1300,400,18000,9400,,
30,top,13,700,-700,A,-1300,400,18000,9400,,
30,top,14,2100,-700,A,-1300,400,18000,9400,,
30,top,15,3500,-700,A,-1300,400,18000,9400,,
30,top,16,4900,-700,A,-1300,400,18000,9400,,
30,top,17,6300,-700,A,-1300,400,18000,9400,,
30,top,18,7700,-700,A,-1300,400,18000,9400,,
30,top,19,9100,-700,A,-1300,400,18000,9400,,
30,top,20,10500,-700,A,-1300,400,18000,9400,,
30,top,21,11900,-700,A,-1300,400,18000,9400,,
30,top,22,13300,-700,A,-1300,400,18000,9400,,
30,top,23,15000,-1000,B,-1300,400,18000,9400,,
30,top,24,1400,-1400,A,-1300,400,18000,9400,,
30,top,25,2800,-1400,A,-1300,400,18000,9400,,
30,top,26,4200,-1400,A,-1300,400,18000,9400,,
30,top,27,5600,-1400,A,-1300,400,18000,9400,,
30,top,28,7000,-1400,A,-1300,400,18000,9400,,
30,top,29,8400,-1400,A,-1300,400,18000,9400,,
30,top,30,9800,-1400,A,-1300,400,18000,9400,,
30,top,31,11200,-1400,A,-1300,400,18000,9400,,
30,top,32,12600,-1400,A,-1300,400,18000,9400,,
30,top,33,-300,-1700,F,-1300,400,18000,9400,,
30,top,34,14300,-1700,B,-1300,400,18000,9400,,
30,top,35,15700,-1700,B,-1300,400,18000,9400,,
30,top,36,2100,-2100,A,-1300,400,18000,9400,,
30,top,37,3500,-2100,A,-1300,400,18000,9400,,
30,top,38,4900,-2100,A,-1300,400,18000,9400,,
30,top,39,6300,-2100,A,-1300,400,18000,9400,,
30,top,40,7700,-2100,A,-1300,400,18000,9400,,
30,top,41,9100,-2100,A,-1300,400,18000,9400,,
30,top,42,10500,-2100,A,-1300,400,18000,9400,,
30,top,43,11900,-2100,A,-1300,400,18000,9400,,
30,top,44,400,-2400,F,-1300,400,18000,9400,,
30,top,45,13600,-2400,B,-1300,400,18000,9400,,
30,top,46,15000,-2400,B,-1300,400,18000,9400,,
30,top,47,2800,-2800,A,-1300,400,18000,9400,,
30,top,48,4200,-2800,A,-1300,400,18000,9400,,
30,top,49,5600,-2800,A,-1300,400,18000,9400,,
30,top,50,7000,-2800,A,-1300,400,18000,9400,,
30,top,51,8400,-2800,A,-1300,400,18000,9400,,
30,top,52,9800,-2800,A,-1300,400,18000,9400,,
30,top,53,11200,-2800,A,-1300,400,18000,9400,,
30,top,54,-300,-3100,F,-1300,400,18000,9400,,
30,top,55,1100,-3100,F,-1300,400,18000,9400,,
30,top,56,12900,-3100,B,-1300,400,18000,9400,,
30,top,57,14300,-3100,B,-1300,400,18000,9400,,
30,top,58,15700,-3100,B,-1300,400,18000,9400,,
30,top,59,400,-3800,F,-1300,400,18000,9400,,
30,top,60,1800,-3800,F,-1300,400,18000,9400,,
30,top,61,13600,-3800,B,-1300,400,18000,9400,,
30,top,62,15000,-3800,B,-1300,400,18000,9400,,
30,top,63,-300,-4500,F,-1300,400,18000,9400,,
30,top,64,1100,-4500,F,-1300,400,18000,9400,,
30,top,65,2500,-4500,F,-1300,400,18000,9400,,
30,top,66,12900,-4500,B,-1300,400,18000,9400,,
30,top,67,14300,-4500,B,-1300,400,18000,9400,,
30,top,68,15700,-4500,B,-1300,400,18000,9400,,
30,top,69,400,-5200,F,-1300,400,18000,9400,,
30,top,70,1800,-5200,F,-1300,400,18000,9400,,
30,top,71,13600,-5200,B,-1300,400,18000,9400,,
30,top,72,15000,-5200,B,-1300,400,18000,9400,,
30,top,73,-300,-5900,F,-1300,400,18000,9400,,
30,top,74,1100,-5900,F,-1300,400,18000,9400,,
30,top,75,2500,-5900,F,-1300,400,18000,9400,,
